date,year,month,quarter,day_name
2022-01-19 14:05:05,2022,1,2022Q1,Wednesday
2023-12-25 12:44:13,2023,12,2023Q4,Monday
2024-12-21 03:07:28,2024,12,2024Q4,Saturday
2023-12-08 10:34:04,2023,12,2023Q4,Friday
2024-07-31 02:31:08,2024,7,2024Q3,Wednesday
2022-02-11 15:39:45,2022,2,2022Q1,Friday
2025-05-27 00:36:27,2025,5,2025Q2,Tuesday
2022-09-24 12:57:05,2022,9,2022Q3,Saturday
2022-08-27 04:16:37,2022,8,2022Q3,Saturday
2023-01-05 09:16:16,2023,1,2023Q1,Thursday
2023-12-14 00:01:09,2023,12,2023Q4,Thursday
2023-02-27 00:45:47,2023,2,2023Q1,Monday
2024-06-22 13:02:12,2024,6,2024Q2,Saturday
2023-11-05 12:54:16,2023,11,2023Q4,Sunday
2024-07-26 09:17:46,2024,7,2024Q3,Friday
2024-02-02 22:16:40,2024,2,2024Q1,Friday
2023-12-22 01:11:48,2023,12,2023Q4,Friday
2023-11-19 19:17:29,2023,11,2023Q4,Sunday
2025-01-30 19:25:42,2025,1,2025Q1,Thursday
2025-08-03 01:20:15,2025,8,2025Q3,Sunday
2022-02-16 03:13:51,2022,2,2022Q1,Wednesday
2022-02-17 12:45:06,2022,2,2022Q1,Thursday
2023-01-22 03:29:35,2023,1,2023Q1,Sunday
2025-04-16 19:50:35,2025,4,2025Q2,Wednesday
2025-08-07 20:22:47,2025,8,2025Q3,Thursday
2022-02-05 02:40:41,2022,2,2022Q1,Saturday
2023-02-14 13:49:38,2023,2,2023Q1,Tuesday
2022-05-07 03:40:26,2022,5,2022Q2,Saturday
2023-07-18 00:33:58,2023,7,2023Q3,Tuesday
2025-07-27 21:07:53,2025,7,2025Q3,Sunday
2025-07-09 12:09:04,2025,7,2025Q3,Wednesday
2022-01-28 21:49:41,2022,1,2022Q1,Friday
2022-02-14 02:07:49,2022,2,2022Q1,Monday
2023-08-13 03:31:13,2023,8,2023Q3,Sunday
2023-10-13 23:10:45,2023,10,2023Q4,Friday
2025-06-26 06:09:02,2025,6,2025Q2,Thursday
2022-06-11 13:33:44,2022,6,2022Q2,Saturday
2024-03-13 23:22:39,2024,3,2024Q1,Wednesday
2023-09-20 08:11:19,2023,9,2023Q3,Wednesday
2022-09-02 16:44:58,2022,9,2022Q3,Friday
2024-03-01 13:10:10,2024,3,2024Q1,Friday
2022-05-09 04:36:02,2022,5,2022Q2,Monday
2023-11-03 04:58:35,2023,11,2023Q4,Friday
2022-04-08 13:08:26,2022,4,2022Q2,Friday
2023-11-25 16:12:14,2023,11,2023Q4,Saturday
2025-02-11 10:13:10,2025,2,2025Q1,Tuesday
2023-12-10 22:39:44,2023,12,2023Q4,Sunday
2022-08-04 01:19:49,2022,8,2022Q3,Thursday
2024-04-13 21:32:33,2024,4,2024Q2,Saturday
2023-04-03 01:22:18,2023,4,2023Q2,Monday
2022-05-21 03:41:00,2022,5,2022Q2,Saturday
2024-01-05 14:08:52,2024,1,2024Q1,Friday
2024-07-08 16:14:04,2024,7,2024Q3,Monday
2024-11-22 09:49:54,2024,11,2024Q4,Friday
2025-07-12 07:43:11,2025,7,2025Q3,Saturday
2024-09-17 00:08:57,2024,9,2024Q3,Tuesday
2022-07-06 04:32:13,2022,7,2022Q3,Wednesday
2025-02-18 19:00:52,2025,2,2025Q1,Tuesday
2022-03-29 13:11:01,2022,3,2022Q1,Tuesday
2024-07-27 11:46:22,2024,7,2024Q3,Saturday
2023-07-05 07:26:51,2023,7,2023Q3,Wednesday
2024-04-01 09:02:32,2024,4,2024Q2,Monday
2022-05-30 07:47:49,2022,5,2022Q2,Monday
2023-04-15 19:38:33,2023,4,2023Q2,Saturday
2023-04-09 23:41:35,2023,4,2023Q2,Sunday
2022-12-11 05:29:35,2022,12,2022Q4,Sunday
2023-09-05 19:17:03,2023,9,2023Q3,Tuesday
2025-02-20 03:04:42,2025,2,2025Q1,Thursday
2025-07-13 09:54:48,2025,7,2025Q3,Sunday
2023-02-06 06:08:00,2023,2,2023Q1,Monday
2022-04-19 08:35:43,2022,4,2022Q2,Tuesday
2024-02-11 09:52:57,2024,2,2024Q1,Sunday
2022-03-09 09:02:43,2022,3,2022Q1,Wednesday
2022-03-20 13:49:58,2022,3,2022Q1,Sunday
2024-02-06 20:14:53,2024,2,2024Q1,Tuesday
2023-10-06 03:48:29,2023,10,2023Q4,Friday
2024-11-02 08:16:40,2024,11,2024Q4,Saturday
2022-06-27 17:14:52,2022,6,2022Q2,Monday
2024-12-12 02:41:28,2024,12,2024Q4,Thursday
2022-02-25 10:37:23,2022,2,2022Q1,Friday
2022-02-24 14:38:53,2022,2,2022Q1,Thursday
2024-03-11 13:03:32,2024,3,2024Q1,Monday
2024-08-23 16:58:24,2024,8,2024Q3,Friday
2023-02-22 19:36:48,2023,2,2023Q1,Wednesday
2023-08-04 18:40:09,2023,8,2023Q3,Friday
2023-07-24 23:37:51,2023,7,2023Q3,Monday
2024-03-14 14:51:25,2024,3,2024Q1,Thursday
2024-02-20 22:07:18,2024,2,2024Q1,Tuesday
2024-05-09 09:51:10,2024,5,2024Q2,Thursday
2022-05-15 11:40:54,2022,5,2022Q2,Sunday
2022-02-26 01:53:38,2022,2,2022Q1,Saturday
2024-03-04 15:37:53,2024,3,2024Q1,Monday
2023-11-27 16:41:29,2023,11,2023Q4,Monday
2022-06-03 22:57:12,2022,6,2022Q2,Friday
2023-09-20 11:01:53,2023,9,2023Q3,Wednesday
2023-03-09 07:07:35,2023,3,2023Q1,Thursday
2023-08-12 22:33:16,2023,8,2023Q3,Saturday
2024-09-13 16:19:32,2024,9,2024Q3,Friday
2022-09-29 05:14:39,2022,9,2022Q3,Thursday
2024-10-07 07:44:21,2024,10,2024Q4,Monday
2023-08-31 04:22:25,2023,8,2023Q3,Thursday
2024-09-09 23:05:15,2024,9,2024Q3,Monday
2025-06-29 10:30:49,2025,6,2025Q2,Sunday
2025-01-01 19:00:35,2025,1,2025Q1,Wednesday
2022-11-02 23:39:20,2022,11,2022Q4,Wednesday
2024-03-20 20:42:54,2024,3,2024Q1,Wednesday
2024-10-01 13:16:23,2024,10,2024Q4,Tuesday
2023-10-12 14:31:21,2023,10,2023Q4,Thursday
2024-10-04 15:08:19,2024,10,2024Q4,Friday
2022-02-25 10:16:54,2022,2,2022Q1,Friday
2025-05-11 12:56:27,2025,5,2025Q2,Sunday
2022-08-08 09:06:41,2022,8,2022Q3,Monday
2023-12-03 10:55:21,2023,12,2023Q4,Sunday
2025-03-09 07:16:23,2025,3,2025Q1,Sunday
2024-09-07 23:19:35,2024,9,2024Q3,Saturday
2024-03-23 05:21:45,2024,3,2024Q1,Saturday
2024-09-20 22:30:15,2024,9,2024Q3,Friday
2024-01-08 22:35:49,2024,1,2024Q1,Monday
2024-08-20 02:11:54,2024,8,2024Q3,Tuesday
2023-05-04 19:08:17,2023,5,2023Q2,Thursday
2023-06-08 18:44:59,2023,6,2023Q2,Thursday
2024-09-25 09:46:02,2024,9,2024Q3,Wednesday
2025-07-01 02:22:09,2025,7,2025Q3,Tuesday
2025-01-12 15:46:09,2025,1,2025Q1,Sunday
2022-06-13 13:25:03,2022,6,2022Q2,Monday
2023-03-08 20:36:20,2023,3,2023Q1,Wednesday
2024-07-31 20:05:06,2024,7,2024Q3,Wednesday
2023-05-24 13:35:20,2023,5,2023Q2,Wednesday
2023-11-21 12:12:27,2023,11,2023Q4,Tuesday
2024-08-04 22:23:18,2024,8,2024Q3,Sunday
2022-06-22 00:06:27,2022,6,2022Q2,Wednesday
2025-03-17 09:20:30,2025,3,2025Q1,Monday
2024-01-20 03:30:54,2024,1,2024Q1,Saturday
2025-03-08 17:53:39,2025,3,2025Q1,Saturday
2023-06-26 05:37:20,2023,6,2023Q2,Monday
2022-03-01 02:52:44,2022,3,2022Q1,Tuesday
2024-07-25 04:48:15,2024,7,2024Q3,Thursday
2025-04-18 23:16:12,2025,4,2025Q2,Friday
2022-01-20 02:44:17,2022,1,2022Q1,Thursday
2022-04-20 21:45:06,2022,4,2022Q2,Wednesday
2025-08-02 01:46:30,2025,8,2025Q3,Saturday
2025-05-12 03:59:12,2025,5,2025Q2,Monday
2022-09-25 02:19:40,2022,9,2022Q3,Sunday
2024-03-17 11:24:06,2024,3,2024Q1,Sunday
2024-12-25 22:16:10,2024,12,2024Q4,Wednesday
2025-05-23 20:38:41,2025,5,2025Q2,Friday
2024-06-08 15:17:53,2024,6,2024Q2,Saturday
2024-08-28 01:16:42,2024,8,2024Q3,Wednesday
2023-11-19 08:39:47,2023,11,2023Q4,Sunday
2025-07-16 03:51:35,2025,7,2025Q3,Wednesday
2024-04-09 07:51:08,2024,4,2024Q2,Tuesday
2023-06-14 10:39:55,2023,6,2023Q2,Wednesday
2022-05-27 14:29:13,2022,5,2022Q2,Friday
2025-03-24 01:00:13,2025,3,2025Q1,Monday
2024-06-25 05:03:55,2024,6,2024Q2,Tuesday
2023-05-16 12:33:57,2023,5,2023Q2,Tuesday
2024-11-19 16:27:00,2024,11,2024Q4,Tuesday
2023-10-03 08:43:39,2023,10,2023Q4,Tuesday
2023-04-06 05:12:16,2023,4,2023Q2,Thursday
2025-03-05 17:28:12,2025,3,2025Q1,Wednesday
2023-07-29 20:26:01,2023,7,2023Q3,Saturday
2022-05-28 07:30:59,2022,5,2022Q2,Saturday
2024-04-25 09:06:11,2024,4,2024Q2,Thursday
2024-04-27 06:52:08,2024,4,2024Q2,Saturday
2025-03-16 01:01:08,2025,3,2025Q1,Sunday
2024-06-10 15:05:35,2024,6,2024Q2,Monday
2025-08-10 10:48:55,2025,8,2025Q3,Sunday
2022-01-26 17:22:08,2022,1,2022Q1,Wednesday
2023-11-20 11:57:39,2023,11,2023Q4,Monday
2025-01-28 21:05:54,2025,1,2025Q1,Tuesday
2023-06-16 23:00:01,2023,6,2023Q2,Friday
2023-09-15 17:25:08,2023,9,2023Q3,Friday
2025-02-01 04:33:28,2025,2,2025Q1,Saturday
2023-10-02 07:01:24,2023,10,2023Q4,Monday
2024-11-10 20:39:39,2024,11,2024Q4,Sunday
2025-05-11 16:16:35,2025,5,2025Q2,Sunday
2023-04-12 14:56:19,2023,4,2023Q2,Wednesday
2024-10-14 04:05:47,2024,10,2024Q4,Monday
2024-06-19 18:25:22,2024,6,2024Q2,Wednesday
2022-03-31 18:46:11,2022,3,2022Q1,Thursday
2022-03-12 03:57:41,2022,3,2022Q1,Saturday
2024-01-22 10:32:29,2024,1,2024Q1,Monday
2023-08-23 22:17:22,2023,8,2023Q3,Wednesday
2023-01-03 16:08:38,2023,1,2023Q1,Tuesday
2022-06-01 08:02:06,2022,6,2022Q2,Wednesday
2024-01-08 18:56:28,2024,1,2024Q1,Monday
2024-11-28 04:27:20,2024,11,2024Q4,Thursday
2022-03-25 00:50:42,2022,3,2022Q1,Friday
2025-05-13 02:22:07,2025,5,2025Q2,Tuesday
2023-07-23 05:01:28,2023,7,2023Q3,Sunday
2022-11-12 19:03:00,2022,11,2022Q4,Saturday
2024-03-31 03:49:50,2024,3,2024Q1,Sunday
2024-05-18 08:51:47,2024,5,2024Q2,Saturday
2025-03-20 19:03:26,2025,3,2025Q1,Thursday
2025-01-05 15:23:54,2025,1,2025Q1,Sunday
2023-02-26 10:38:14,2023,2,2023Q1,Sunday
2022-11-10 11:27:07,2022,11,2022Q4,Thursday
2024-06-05 00:24:34,2024,6,2024Q2,Wednesday
2025-04-02 06:38:11,2025,4,2025Q2,Wednesday
2024-08-10 19:13:36,2024,8,2024Q3,Saturday
2025-04-07 12:29:53,2025,4,2025Q2,Monday
2023-08-10 06:32:31,2023,8,2023Q3,Thursday
2023-05-27 00:55:06,2023,5,2023Q2,Saturday
2022-05-24 23:15:48,2022,5,2022Q2,Tuesday
2022-11-28 02:38:15,2022,11,2022Q4,Monday
2025-03-28 08:14:54,2025,3,2025Q1,Friday
2022-07-19 17:50:10,2022,7,2022Q3,Tuesday
2024-06-26 23:21:40,2024,6,2024Q2,Wednesday
2025-07-16 23:05:45,2025,7,2025Q3,Wednesday
2022-05-31 23:07:30,2022,5,2022Q2,Tuesday
2025-07-08 12:37:02,2025,7,2025Q3,Tuesday
2024-08-25 10:07:03,2024,8,2024Q3,Sunday
2025-07-06 22:32:49,2025,7,2025Q3,Sunday
2023-10-01 09:12:23,2023,10,2023Q4,Sunday
2024-09-29 00:27:36,2024,9,2024Q3,Sunday
2024-03-20 10:03:19,2024,3,2024Q1,Wednesday
2022-10-08 19:57:16,2022,10,2022Q4,Saturday
2023-08-31 05:28:25,2023,8,2023Q3,Thursday
2023-08-15 15:27:08,2023,8,2023Q3,Tuesday
2025-01-03 00:17:44,2025,1,2025Q1,Friday
2023-10-26 18:25:04,2023,10,2023Q4,Thursday
2023-09-09 09:24:14,2023,9,2023Q3,Saturday
2023-08-23 00:42:16,2023,8,2023Q3,Wednesday
2022-05-06 04:09:29,2022,5,2022Q2,Friday
2023-03-14 21:12:49,2023,3,2023Q1,Tuesday
2023-01-16 08:50:23,2023,1,2023Q1,Monday
2022-02-15 04:33:27,2022,2,2022Q1,Tuesday
2023-03-21 22:53:50,2023,3,2023Q1,Tuesday
2024-07-06 01:25:25,2024,7,2024Q3,Saturday
2022-12-04 22:57:38,2022,12,2022Q4,Sunday
2023-04-10 03:24:08,2023,4,2023Q2,Monday
2023-07-31 22:30:41,2023,7,2023Q3,Monday
2025-01-15 09:54:12,2025,1,2025Q1,Wednesday
2024-02-15 18:38:37,2024,2,2024Q1,Thursday
2022-12-19 02:01:27,2022,12,2022Q4,Monday
2022-09-25 13:02:26,2022,9,2022Q3,Sunday
2022-08-10 20:18:53,2022,8,2022Q3,Wednesday
2022-08-23 12:58:49,2022,8,2022Q3,Tuesday
2022-03-18 10:20:01,2022,3,2022Q1,Friday
2025-02-22 00:30:14,2025,2,2025Q1,Saturday
2023-05-26 21:03:32,2023,5,2023Q2,Friday
2023-09-23 18:13:43,2023,9,2023Q3,Saturday
2024-03-06 00:02:39,2024,3,2024Q1,Wednesday
2024-08-24 10:25:36,2024,8,2024Q3,Saturday
2022-07-29 01:06:51,2022,7,2022Q3,Friday
2023-05-24 22:44:53,2023,5,2023Q2,Wednesday
2022-06-19 19:55:51,2022,6,2022Q2,Sunday
2024-10-15 03:27:40,2024,10,2024Q4,Tuesday
2024-03-11 09:17:02,2024,3,2024Q1,Monday
2022-10-29 04:58:13,2022,10,2022Q4,Saturday
2024-04-11 19:31:50,2024,4,2024Q2,Thursday
2023-02-11 11:40:15,2023,2,2023Q1,Saturday
2023-07-31 13:51:38,2023,7,2023Q3,Monday
2023-02-27 12:18:58,2023,2,2023Q1,Monday
2022-07-11 04:59:21,2022,7,2022Q3,Monday
2023-02-07 09:12:09,2023,2,2023Q1,Tuesday
2024-10-24 02:08:49,2024,10,2024Q4,Thursday
2022-01-07 12:57:02,2022,1,2022Q1,Friday
2023-09-16 21:14:59,2023,9,2023Q3,Saturday
2024-04-22 05:58:47,2024,4,2024Q2,Monday
2023-08-28 14:15:38,2023,8,2023Q3,Monday
2025-06-30 14:24:35,2025,6,2025Q2,Monday
2024-02-15 23:48:31,2024,2,2024Q1,Thursday
2023-04-02 01:49:54,2023,4,2023Q2,Sunday
2022-09-18 21:37:17,2022,9,2022Q3,Sunday
2023-07-29 08:29:22,2023,7,2023Q3,Saturday
2025-04-09 23:36:12,2025,4,2025Q2,Wednesday
2023-08-23 11:20:08,2023,8,2023Q3,Wednesday
2025-03-14 16:08:26,2025,3,2025Q1,Friday
2022-08-27 15:10:10,2022,8,2022Q3,Saturday
2024-04-22 04:31:06,2024,4,2024Q2,Monday
2023-06-30 16:44:43,2023,6,2023Q2,Friday
2024-05-05 02:03:24,2024,5,2024Q2,Sunday
2022-09-06 05:44:33,2022,9,2022Q3,Tuesday
2023-02-12 09:12:12,2023,2,2023Q1,Sunday
2025-02-27 23:50:37,2025,2,2025Q1,Thursday
2024-06-22 03:39:35,2024,6,2024Q2,Saturday
2024-03-09 23:28:25,2024,3,2024Q1,Saturday
2025-02-08 10:24:12,2025,2,2025Q1,Saturday
2022-10-27 12:14:10,2022,10,2022Q4,Thursday
2024-07-19 02:00:45,2024,7,2024Q3,Friday
2024-02-07 20:16:41,2024,2,2024Q1,Wednesday
2022-01-04 23:04:09,2022,1,2022Q1,Tuesday
2023-12-17 05:23:36,2023,12,2023Q4,Sunday
2025-02-16 16:06:58,2025,2,2025Q1,Sunday
2022-03-21 04:44:25,2022,3,2022Q1,Monday
2022-01-22 06:28:55,2022,1,2022Q1,Saturday
2022-07-28 00:41:19,2022,7,2022Q3,Thursday
2024-09-11 00:48:32,2024,9,2024Q3,Wednesday
2022-07-05 18:01:45,2022,7,2022Q3,Tuesday
2025-08-03 05:34:29,2025,8,2025Q3,Sunday
2025-06-19 03:36:12,2025,6,2025Q2,Thursday
2022-11-21 08:03:50,2022,11,2022Q4,Monday
2024-01-04 07:59:07,2024,1,2024Q1,Thursday
2022-07-01 17:56:18,2022,7,2022Q3,Friday
2024-01-28 12:49:52,2024,1,2024Q1,Sunday
2022-09-11 07:49:40,2022,9,2022Q3,Sunday
2025-05-27 02:26:16,2025,5,2025Q2,Tuesday
2023-03-06 06:24:43,2023,3,2023Q1,Monday
2023-02-02 14:57:00,2023,2,2023Q1,Thursday
2024-10-02 00:27:07,2024,10,2024Q4,Wednesday
2024-09-03 22:30:22,2024,9,2024Q3,Tuesday
2022-05-12 10:09:18,2022,5,2022Q2,Thursday
2023-05-05 00:50:34,2023,5,2023Q2,Friday
2025-05-04 15:44:54,2025,5,2025Q2,Sunday
2023-08-02 08:58:43,2023,8,2023Q3,Wednesday
2025-07-10 08:20:36,2025,7,2025Q3,Thursday
2024-06-02 11:07:50,2024,6,2024Q2,Sunday
2022-10-22 13:32:45,2022,10,2022Q4,Saturday
2022-10-19 23:39:23,2022,10,2022Q4,Wednesday
2024-12-10 15:36:24,2024,12,2024Q4,Tuesday
2025-08-08 18:02:53,2025,8,2025Q3,Friday
2022-04-21 20:55:59,2022,4,2022Q2,Thursday
2024-10-14 10:58:22,2024,10,2024Q4,Monday
2023-05-15 12:10:33,2023,5,2023Q2,Monday
2025-08-04 02:10:37,2025,8,2025Q3,Monday
2024-01-18 08:26:23,2024,1,2024Q1,Thursday
2025-05-14 16:29:34,2025,5,2025Q2,Wednesday
2023-02-24 09:48:00,2023,2,2023Q1,Friday
2022-05-08 22:33:52,2022,5,2022Q2,Sunday
2022-11-12 05:25:58,2022,11,2022Q4,Saturday
2023-05-27 15:04:36,2023,5,2023Q2,Saturday
2023-01-25 06:56:54,2023,1,2023Q1,Wednesday
2024-07-23 20:16:42,2024,7,2024Q3,Tuesday
2022-04-26 19:15:32,2022,4,2022Q2,Tuesday
2025-04-28 04:35:08,2025,4,2025Q2,Monday
2023-05-20 14:15:57,2023,5,2023Q2,Saturday
2025-04-15 20:00:03,2025,4,2025Q2,Tuesday
2024-11-01 11:34:28,2024,11,2024Q4,Friday
2023-08-07 02:40:20,2023,8,2023Q3,Monday
2023-01-06 03:20:51,2023,1,2023Q1,Friday
2025-05-06 00:23:47,2025,5,2025Q2,Tuesday
2024-02-12 18:17:08,2024,2,2024Q1,Monday
2022-04-19 02:50:07,2022,4,2022Q2,Tuesday
2025-01-15 18:54:40,2025,1,2025Q1,Wednesday
2022-03-30 05:26:46,2022,3,2022Q1,Wednesday
2023-12-10 23:22:59,2023,12,2023Q4,Sunday
2023-01-17 15:34:32,2023,1,2023Q1,Tuesday
2022-04-24 06:36:09,2022,4,2022Q2,Sunday
2022-10-18 08:26:59,2022,10,2022Q4,Tuesday
2025-06-26 00:20:46,2025,6,2025Q2,Thursday
2025-02-25 03:19:45,2025,2,2025Q1,Tuesday
2025-03-15 12:34:28,2025,3,2025Q1,Saturday
2025-04-19 03:43:22,2025,4,2025Q2,Saturday
2022-04-12 17:09:18,2022,4,2022Q2,Tuesday
2023-11-04 01:08:41,2023,11,2023Q4,Saturday
2024-02-11 17:59:07,2024,2,2024Q1,Sunday
2023-12-25 09:24:09,2023,12,2023Q4,Monday
2022-11-02 05:51:39,2022,11,2022Q4,Wednesday
2024-08-18 19:03:58,2024,8,2024Q3,Sunday
2025-08-11 06:08:44,2025,8,2025Q3,Monday
2024-07-27 03:53:39,2024,7,2024Q3,Saturday
2022-02-01 13:49:40,2022,2,2022Q1,Tuesday
2022-08-28 04:20:52,2022,8,2022Q3,Sunday
2022-04-25 07:48:15,2022,4,2022Q2,Monday
2024-05-09 07:07:26,2024,5,2024Q2,Thursday
2025-01-16 03:02:30,2025,1,2025Q1,Thursday
2023-06-09 10:01:19,2023,6,2023Q2,Friday
2022-01-12 07:36:48,2022,1,2022Q1,Wednesday
2023-09-29 03:10:52,2023,9,2023Q3,Friday
2025-03-11 17:23:25,2025,3,2025Q1,Tuesday
2024-11-02 20:28:39,2024,11,2024Q4,Saturday
2022-03-02 06:49:16,2022,3,2022Q1,Wednesday
2022-11-15 02:11:29,2022,11,2022Q4,Tuesday
2025-06-09 19:05:20,2025,6,2025Q2,Monday
2022-07-04 13:11:36,2022,7,2022Q3,Monday
2025-07-19 11:22:34,2025,7,2025Q3,Saturday
2022-02-08 18:41:33,2022,2,2022Q1,Tuesday
2024-02-23 15:41:01,2024,2,2024Q1,Friday
2023-04-24 19:33:48,2023,4,2023Q2,Monday
2022-08-06 02:18:50,2022,8,2022Q3,Saturday
2022-01-23 11:12:14,2022,1,2022Q1,Sunday
2023-09-24 23:02:37,2023,9,2023Q3,Sunday
2023-01-11 03:52:30,2023,1,2023Q1,Wednesday
2025-02-09 01:25:22,2025,2,2025Q1,Sunday
2024-08-11 18:40:11,2024,8,2024Q3,Sunday
2022-06-15 09:53:17,2022,6,2022Q2,Wednesday
2024-08-28 06:03:20,2024,8,2024Q3,Wednesday
2024-06-28 16:41:52,2024,6,2024Q2,Friday
2022-07-27 06:10:55,2022,7,2022Q3,Wednesday
2024-12-07 03:39:13,2024,12,2024Q4,Saturday
2023-07-07 02:06:27,2023,7,2023Q3,Friday
2025-04-17 11:52:56,2025,4,2025Q2,Thursday
2022-02-06 22:15:17,2022,2,2022Q1,Sunday
2025-03-18 13:52:31,2025,3,2025Q1,Tuesday
2023-01-27 16:36:38,2023,1,2023Q1,Friday
2022-07-25 19:02:00,2022,7,2022Q3,Monday
2022-05-17 06:23:11,2022,5,2022Q2,Tuesday
2023-01-31 02:49:45,2023,1,2023Q1,Tuesday
2024-02-28 02:34:32,2024,2,2024Q1,Wednesday
2025-04-12 12:08:01,2025,4,2025Q2,Saturday
2025-06-03 03:47:04,2025,6,2025Q2,Tuesday
2025-07-01 13:22:00,2025,7,2025Q3,Tuesday
2022-04-28 03:57:15,2022,4,2022Q2,Thursday
2024-04-15 09:22:47,2024,4,2024Q2,Monday
2022-06-02 04:01:05,2022,6,2022Q2,Thursday
2025-03-29 02:27:46,2025,3,2025Q1,Saturday
2024-12-21 06:50:23,2024,12,2024Q4,Saturday
2022-01-29 14:34:46,2022,1,2022Q1,Saturday
2024-09-08 10:22:04,2024,9,2024Q3,Sunday
2022-04-08 18:34:46,2022,4,2022Q2,Friday
2024-11-08 09:47:41,2024,11,2024Q4,Friday
2022-06-27 15:59:39,2022,6,2022Q2,Monday
2023-10-22 22:05:09,2023,10,2023Q4,Sunday
2024-09-02 08:00:27,2024,9,2024Q3,Monday
2023-09-01 00:18:09,2023,9,2023Q3,Friday
2022-12-08 11:23:27,2022,12,2022Q4,Thursday
2022-10-17 21:09:55,2022,10,2022Q4,Monday
2024-10-03 01:34:15,2024,10,2024Q4,Thursday
2024-04-30 01:02:23,2024,4,2024Q2,Tuesday
2023-09-24 10:45:41,2023,9,2023Q3,Sunday
2024-01-15 07:06:17,2024,1,2024Q1,Monday
2022-06-18 20:02:13,2022,6,2022Q2,Saturday
2025-08-09 13:32:06,2025,8,2025Q3,Saturday
2022-03-09 15:20:13,2022,3,2022Q1,Wednesday
2024-12-10 00:07:41,2024,12,2024Q4,Tuesday
2024-12-18 19:21:26,2024,12,2024Q4,Wednesday
2024-08-16 03:59:57,2024,8,2024Q3,Friday
2025-04-10 01:53:25,2025,4,2025Q2,Thursday
2024-06-06 01:50:35,2024,6,2024Q2,Thursday
2023-04-23 08:22:47,2023,4,2023Q2,Sunday
2022-04-03 13:22:32,2022,4,2022Q2,Sunday
2023-11-16 01:36:37,2023,11,2023Q4,Thursday
2022-06-29 04:47:09,2022,6,2022Q2,Wednesday
2023-06-13 02:00:52,2023,6,2023Q2,Tuesday
2023-07-01 03:49:36,2023,7,2023Q3,Saturday
2024-11-02 23:44:13,2024,11,2024Q4,Saturday
2024-12-05 21:30:08,2024,12,2024Q4,Thursday
2024-10-24 12:04:09,2024,10,2024Q4,Thursday
2024-04-08 17:54:56,2024,4,2024Q2,Monday
2025-05-01 13:08:57,2025,5,2025Q2,Thursday
2023-05-01 16:53:30,2023,5,2023Q2,Monday
2024-12-02 04:58:19,2024,12,2024Q4,Monday
2024-03-05 06:53:16,2024,3,2024Q1,Tuesday
2025-01-17 20:10:44,2025,1,2025Q1,Friday
2024-09-10 02:30:47,2024,9,2024Q3,Tuesday
2022-11-03 03:56:57,2022,11,2022Q4,Thursday
2025-04-22 10:52:49,2025,4,2025Q2,Tuesday
2024-03-30 01:04:15,2024,3,2024Q1,Saturday
2022-02-23 23:32:31,2022,2,2022Q1,Wednesday
2025-03-13 01:49:24,2025,3,2025Q1,Thursday
2022-08-12 23:58:46,2022,8,2022Q3,Friday
2023-09-02 16:13:42,2023,9,2023Q3,Saturday
2024-07-10 08:01:27,2024,7,2024Q3,Wednesday
2023-03-20 21:59:46,2023,3,2023Q1,Monday
2023-07-02 09:02:02,2023,7,2023Q3,Sunday
2024-10-29 19:24:23,2024,10,2024Q4,Tuesday
2025-03-04 23:38:44,2025,3,2025Q1,Tuesday
2023-06-27 00:34:28,2023,6,2023Q2,Tuesday
2024-07-17 18:21:42,2024,7,2024Q3,Wednesday
2022-11-06 21:52:19,2022,11,2022Q4,Sunday
2025-05-04 03:06:57,2025,5,2025Q2,Sunday
2023-09-08 17:37:37,2023,9,2023Q3,Friday
2023-12-18 09:15:02,2023,12,2023Q4,Monday
2022-01-26 23:35:46,2022,1,2022Q1,Wednesday
2024-12-10 00:17:01,2024,12,2024Q4,Tuesday
2022-07-09 00:42:25,2022,7,2022Q3,Saturday
2025-03-07 04:47:32,2025,3,2025Q1,Friday
2024-11-29 02:02:20,2024,11,2024Q4,Friday
2024-02-22 23:54:09,2024,2,2024Q1,Thursday
2023-02-07 22:18:36,2023,2,2023Q1,Tuesday
2022-06-14 04:29:51,2022,6,2022Q2,Tuesday
2025-05-12 03:23:22,2025,5,2025Q2,Monday
2024-03-09 02:22:35,2024,3,2024Q1,Saturday
2024-08-17 08:49:47,2024,8,2024Q3,Saturday
2022-12-07 02:52:30,2022,12,2022Q4,Wednesday
2025-04-21 19:36:46,2025,4,2025Q2,Monday
2022-05-02 18:27:33,2022,5,2022Q2,Monday
2022-06-27 01:02:08,2022,6,2022Q2,Monday
2024-02-15 09:11:05,2024,2,2024Q1,Thursday
2023-06-29 21:45:42,2023,6,2023Q2,Thursday
2024-09-13 05:40:15,2024,9,2024Q3,Friday
2022-01-30 12:34:59,2022,1,2022Q1,Sunday
2023-05-03 12:50:59,2023,5,2023Q2,Wednesday
2023-05-22 21:01:12,2023,5,2023Q2,Monday
2022-05-02 07:26:49,2022,5,2022Q2,Monday
2024-06-02 07:19:49,2024,6,2024Q2,Sunday
2023-01-29 19:45:13,2023,1,2023Q1,Sunday
2025-04-06 03:38:25,2025,4,2025Q2,Sunday
2025-07-16 14:24:45,2025,7,2025Q3,Wednesday
2024-08-14 22:41:19,2024,8,2024Q3,Wednesday
2023-11-14 14:16:10,2023,11,2023Q4,Tuesday
